RhythmScore,AudioLoudness,VocalContent,AcousticQuality,InstrumentalScore,LivePerformanceLikelihood,MoodScore,TrackDurationMs,Energy,BeatsPerMinute
0.09411259462019005,0.37453668853303085,0.10836997864032812,-0.9098271590976311,0.10933462942699032,0.5962090177627303,0.5344355565022596,0.2453960995173576,-0.669605760673326,131.35937
0.06008315949042083,0.9247199719209209,-0.9444043204023048,0.7128894586609539,0.7453218803491174,0.5172982532004298,-0.36049219743337885,-0.8140303380153745,0.8350159224893523,145.92435
-1.0724397129939198,0.9247199719209209,0.6557519597359642,0.11824217126915544,-0.9300405160600321,0.6628147916397877,-3.150946289379556,0.02404668852629853,-0.10329604288018354,95.88081
0.7772049171212331,0.9247199719209209,0.6474064728684714,-0.7148482988754309,-2.231529125794979,0.4000087468301585,0.44348293083968754,0.17234812651664114,0.7860533713445165,103.4832
0.11993761972400774,0.04291907190070264,-0.5333294297925315,-0.07384544716644692,-2.231529125794979,0.5391822899551756,0.3493769055080007,0.6613605121128661,0.1783485311569195,86.07513
0.001622141354704455,-0.2662227742876088,-0.2812611563588437,0.11040478159516388,-0.7315798510539224,-0.033312067745821704,-0.09990181861103219,-0.7422670545827711,0.055489617709719496,152.61827
0.16351533733659263,0.7358405642654063,-1.6118978438637073,-0.9037443612188184,-0.5772635779483374,0.6493246153391414,-0.31562032965699743,0.13407315577469936,-0.6495956798918651,131.5766
0.29505502940020684,0.9247199719209209,0.5510675375254922,-0.08409796063159139,-2.231529125794979,1.00263358695821,0.04986214949990267,-0.3608823096334367,-1.0167450660790134,159.6458
-0.05619399799603891,0.7184156179360752,-0.7002297656736874,0.5126665545713368,-2.231529125794979,0.41123741832632643,0.8325482248749053,-0.09654001089502177,-0.2060413902143598,91.87798
0.381029203016632,0.7836360706294232,-0.09956863587489492,-1.0127692670080823,-0.004705097439022043,-1.414098273230211,0.02364515030192131,0.5299950884339504,-0.48514865702492754,110.98075
-0.7897062770036982,0.7131177092638479,1.2191111968999064,0.17935851251730503,0.16540918803478755,-0.6007938009048265,0.695090785086363,0.37057589014410125,0.6160891777995534,66.70075
-0.3789211500651195,0.37399388897538366,0.22752916535660625,0.893264850710748,-2.231529125794979,-0.2260278981343107,0.1529167285679737,-0.1624967238777943,-0.7160307833890843,130.4632
0.02058735716976715,-0.40887291585060054,-1.5987761547169947,-1.53685824712046,-2.231529125794979,0.6952575103592863,1.0550986408713223,0.8502803723710447,-1.3412288808250752,134.96554
0.6432568316515254,-0.05731088887068911,-1.5860042623531219,-0.3637820015971241,-2.231529125794979,0.628150271782911,-0.4267471939300478,0.09568413929224528,0.16010070713047123,122.93259
-0.5402826469093798,0.0034697244935545483,0.5248366109350536,-0.7907219233555312,1.0753398501709728,0.24835124844624512,0.6560274825598296,0.019228901639125235,-0.35932406360105207,130.06156
-0.7319406702227951,0.3484224921836895,-1.3843484251497127,0.4055372345570794,-1.1882644347691524,-0.11171375379290194,0.2663675210004632,0.3295372079655486,-0.8184971899176822,97.93957
0.5366643901622654,0.5447613899844147,0.2957818919408807,0.6675962939137318,-2.231529125794979,0.7583901053719576,0.7673935726437058,0.0819280199024842,-2.6527386797881136,124.48939
0.3678234301308783,-0.4450679109584741,0.9885901835783416,-2.662392810480008,0.4356856702770132,0.3728288281734156,0.4061857285329911,0.15228888808363067,0.2258697319225369,102.17772
-0.3720730917482751,-0.3114947795745558,0.599089391946808,0.4524207350809755,0.18015956071872882,0.3180219850549648,1.0550986408713223,-0.018959647554563544,-1.7412398085679355,161.0099
0.02895928657676831,0.33840636120953965,-1.515389984476813,0.28964099993046394,-2.231529125794979,-0.1889782009411078,0.3834659760471151,0.8403103888082041,0.7546609419015639,159.34262
1.1571154386909528,0.9247199719209209,-1.456441631764896,0.8604323097115106,-2.231529125794979,0.7423378877718176,-1.8578013765541586,-0.526286158340342,0.5537125394118614,111.62239
-0.0417555231780946,0.9247199719209209,-0.5305191749272937,0.954597124405817,0.12996494756128202,-0.9092217521088626,1.0550986408713223,0.28853751200676436,0.3844800049605448,158.33455
-0.6762958143957466,0.9247199719209209,0.7926249744394223,0.7389832888263976,-2.231529125794979,-1.7322372157591623,-0.07641758762928322,-0.24354290563274844,0.6101111601761715,108.20118
