RhythmScore_log,AudioLoudness_log,VocalContent_log,AcousticQuality_log,InstrumentalScore_log,LivePerformanceLikelihood_log,MoodScore_log,TrackDurationMs_log,Energy_log
0.1357757735437415,0.540342223177578,0.15634483076564426,-1.3126031304962464,0.15773652767175148,0.8601477932595709,0.7710275270405433,0.3540317358271864,-0.9660369102740896
0.0866816762377708,1.3340889177012942,-1.362487429638517,1.0284820867121758,1.075272180645709,0.7463036245527834,-0.5200803055163008,-1.1743975317879474,1.2046733304387116
-1.5472034555887113,1.3340889177012942,0.9460501003642948,0.17058739411395402,-1.3417648403456208,0.9562396129265733,-4.545854585795366,0.03469203828669243,-0.1490246888066945
1.1212696796853208,1.3340889177012942,0.934010107846759,-1.0313080957754956,-3.2194160033837003,0.5770906353640786,0.6398106250413204,0.24864578743206184,1.1340353007127848
0.17303340919185228,0.06191913219070056,-0.7694317235218238,-0.10653646041926093,-3.2194160033837003,0.777875615853487,0.5040443289775246,0.9541415310650171,0.25730254144991854
0.0023402552880530223,-0.3840782762364351,-0.4057740754735991,0.15928043089777205,-1.0554466231297803,-0.04805915493865416,-0.1441278582859249,-1.0708649986618215,0.08005459629063671
0.23590276628478815,1.0615935329506383,-2.325477025761783,-1.3038275081617534,-0.832815301191886,0.9367774024769131,-0.45534388439989004,0.19342667695249227,-0.9371684659628883
0.4256744277050257,1.3340889177012942,0.7950224035829204,-0.12132771075207217,-3.2194160033837003,1.4464945037333228,0.0719358758115737,-0.5206431184527145,-1.466853064680514
-0.08107080223660969,1.036454649293556,-1.0102180104202698,0.7396214959096987,-3.2194160033837003,0.5932901840473713,1.2011131953279355,-0.1392777949656144,-0.29725489188012466
0.5497089416259691,1.1305478729587823,-0.14364717720478984,-1.4611171990773109,-0.006788020742176463,-2.040112566118872,0.03411274108165605,0.7646212857791679,-0.6999215615838036
-1.1393053295921216,1.028811382725051,1.7588056780597037,0.25875963654993706,0.23863501529525807,-0.8667622371622244,1.0028040286117121,0.5346279989839082,0.8888288015567746
-0.5466676640868906,0.5395591289475636,0.3282551985175808,1.2887087703208164,-3.2194160033837003,-0.32608932774092586,0.22061220597397935,-0.23443321769919703,-1.0330140603192715
0.02970127809383291,-0.5898789280514719,-2.3065464299017346,-2.2172177716699926,-3.2194160033837003,1.0030445623361495,1.5221855768337422,1.2266952765849275,-1.9349842550633904
0.9280234410416025,-0.08268213516268166,-2.2881204841256073,-0.5248264896688319,-3.2194160033837003,0.9062292820342603,-0.6156660603961607,0.13804303324865108,0.23097649621994715
-0.7794630953745251,0.005005754320102117,0.7571791758729722,-1.1407705975472078,1.5513874691119434,0.3582951145319807,0.9464475957759371,0.027741441036507636,-0.5183950446293083
-1.0559671751553708,0.5026674016075825,-1.997192607825937,0.5850665571913228,-1.7143032073061835,-0.16116887859611026,0.38428710160125507,0.47542169572029197,-1.1808418368757923
0.7742430543088001,0.7859245557982938,0.4267230686878639,0.9631378625451917,-3.2194160033837003,1.0941256440793816,1.1071149016631388,0.11819714802316626,-3.8270929381046477
0.5306570385725863,-0.6420972679986013,1.4262341553199835,-3.8410209045779378,0.628561555895031,0.5378783015062302,0.586002136234417,0.21970642362074833,0.3258611421315636
-0.5367880043134607,-0.44939197375501244,0.8643032948108444,0.6527051508966629,0.2599153048176442,0.4588087407324618,1.5221855768337422,-0.027352989503971387,-2.5120780368194087
0.04177941913198597,0.48821717912228213,-2.1862456156175014,0.41786363423780093,-3.2194160033837003,-0.27263791333385423,0.5532244619928189,1.2123116307410728,1.0887455984339804
1.669364705135495,1.3340889177012942,-2.1012011194914453,1.241341426241433,-3.2194160033837003,1.070967189352389,-2.6802408329113745,-0.7592704307261152,0.7988383346875272
-0.06024048621876125,1.3340889177012942,-0.7653773827641112,1.3771925374271372,0.18749978533605574,-1.3117297128358305,1.5221855768337422,0.41627163768259867,0.5546873964775421
